batch_id,timestamp,node_type,commodity,category,initial_quantity_kg,current_quantity_kg,days_since_harvest,shelf_life_days,days_to_expiry,storage_temp_celsius,optimal_temp_celsius,storage_humidity_pct,original_price_per_kg,recommended_price_per_kg,discount_percentage,urgency_level,spoilage_risk_percentage,waste_avoided_kg,revenue_recovered_inr,carbon_saved_kg_co2
BATCH-PRX-01322,2025-10-11 00:00:00,Mandi Yard,Cabbage,Vegetable,2801,892.2,7,12,5,9.4,4.0,75.2,25.7,19.17,25.4,medium,41.5,582.1,11158.86,1164.2
BATCH-PRX-01548,2025-10-12 00:00:00,Farm Hub,Cabbage,Vegetable,1179,442.6,5,12,7,11.1,4.0,76.2,25.67,19.74,23.1,medium,48.2,282.6,5578.52,565.2
BATCH-PRX-01849,2025-10-12 00:00:00,Farm Hub,Apple,Fruit,2781,578.9,19,25,6,9.5,2.0,85.0,191.71,145.51,24.1,medium,50.2,373.2,54304.33,746.4
BATCH-PRX-01892,2025-10-12 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,3416,3024.4,0,8,8,15.5,5.0,82.8,28.68,22.63,21.1,low,47.1,1895.1,42886.11,3790.2
BATCH-PRX-00955,2025-10-13 00:00:00,Wholesaler Depot,Turmeric,Spice,4130,600.0,121,120,-1,23.8,20.0,78.8,169.57,42.39,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01125,2025-10-13 00:00:00,Farm Hub,Banana,Fruit,918,358.7,3,6,3,19.8,14.0,76.2,49.89,28.59,42.7,high,68.1,271.2,7753.61,542.4
BATCH-PRX-00601,2025-10-14 00:00:00,Mandi Yard,Rice,Cereal,3314,1028.5,102,180,78,26.0,22.0,77.9,48.7,44.51,8.6,low,5.0,567.3,25250.52,1134.6
BATCH-PRX-00660,2025-10-14 00:00:00,Retail Supermarket,Carrot,Vegetable,3301,1314.3,8,15,7,7.6,4.0,72.8,43.79,31.84,27.3,medium,20.0,872.4,27777.22,1744.8
BATCH-PRX-01020,2025-10-14 00:00:00,Mandi Yard,Mango,Fruit,4270,803.2,6,7,1,23.7,12.0,80.0,101.24,34.02,66.4,critical,100.0,721.6,24548.83,1443.2
BATCH-PRX-01936,2025-10-14 00:00:00,Mandi Yard,Ginger,Spice,1896,1147.6,1,20,19,23.2,12.0,83.5,114.27,101.7,11.0,low,49.7,649.5,66054.15,1299.0
BATCH-PRX-00100,2025-10-15 00:00:00,Farm Hub,Tomato,Vegetable,832,737.0,0,7,7,13.8,12.0,78.0,40.11,30.0,25.2,medium,20.0,479.9,14397.0,959.8
BATCH-PRX-00188,2025-10-15 00:00:00,Retail Supermarket,Tomato,Vegetable,3863,3111.8,0,7,7,18.2,12.0,66.8,43.91,27.88,36.5,medium,44.9,2237.4,62378.71,4474.8
BATCH-PRX-00985,2025-10-15 00:00:00,Farm Hub,Turmeric,Spice,912,805.9,0,120,120,19.3,20.0,84.4,153.14,140.74,8.1,low,5.0,442.1,62221.15,884.2
BATCH-PRX-00159,2025-10-16 00:00:00,Farm Hub,Mango,Fruit,2023,300.7,9,7,-2,12.7,12.0,88.3,108.12,27.03,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00191,2025-10-16 00:00:00,Mandi Yard,Onion,Vegetable,3500,531.6,33,30,-3,10.4,10.0,85.6,37.61,9.4,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00259,2025-10-17 00:00:00,Farm Hub,Mango,Fruit,3750,596.7,9,7,-2,14.8,12.0,73.0,107.84,26.96,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01712,2025-10-17 00:00:00,Wholesaler Depot,Mango,Fruit,3795,2076.0,3,7,4,14.1,12.0,80.4,104.38,70.14,32.8,medium,20.0,1446.6,101464.52,2893.2
BATCH-PRX-01758,2025-10-17 00:00:00,Wholesaler Depot,Rice,Cereal,2961,528.7,146,180,34,29.4,22.0,81.1,51.49,48.35,6.1,low,34.5,283.7,13716.9,567.4
BATCH-PRX-00146,2025-10-18 00:00:00,Retail Supermarket,Turmeric,Spice,3619,610.3,113,120,7,29.4,20.0,83.3,151.27,117.69,22.2,medium,57.5,386.4,45475.42,772.8
BATCH-PRX-00486,2025-10-18 00:00:00,Wholesaler Depot,Ginger,Spice,819,225.9,11,20,9,25.3,12.0,82.5,126.75,118.64,6.4,low,58.1,121.6,14426.62,243.2
BATCH-PRX-00855,2025-10-18 00:00:00,Farm Hub,Apple,Fruit,2444,775.4,13,25,12,8.8,2.0,67.8,171.7,154.36,10.1,low,32.2,434.7,67100.29,869.4
BATCH-PRX-01702,2025-10-18 00:00:00,Retail Supermarket,Potato,Vegetable,1464,282.1,28,35,7,12.4,8.0,76.5,27.36,21.34,22.0,medium,20.0,178.3,3804.92,356.6
BATCH-PRX-01782,2025-10-19 00:00:00,Farm Hub,Onion,Vegetable,1218,630.0,14,30,16,12.7,10.0,87.7,37.2,33.74,9.3,low,5.0,350.2,11815.75,700.4
BATCH-PRX-01940,2025-10-19 00:00:00,Wholesaler Depot,Turmeric,Spice,2907,379.7,105,120,15,32.5,20.0,82.3,157.6,148.14,6.0,low,55.1,203.5,30146.49,407.0
BATCH-PRX-00092,2025-10-20 00:00:00,Wholesaler Depot,Orange,Fruit,2173,755.2,9,14,5,9.3,6.0,91.3,63.9,48.12,24.7,medium,20.0,489.5,23554.74,979.0
BATCH-PRX-00808,2025-10-20 00:00:00,Wholesaler Depot,Mango,Fruit,2389,1962.4,1,7,6,23.1,12.0,85.3,101.19,68.61,32.2,medium,64.6,1360.3,93330.18,2720.6
BATCH-PRX-00844,2025-10-20 00:00:00,Wholesaler Depot,Mango,Fruit,3751,585.5,7,7,0,18.4,12.0,70.3,102.16,25.54,75.0,critical,100.0,556.2,14205.35,1112.4
BATCH-PRX-01196,2025-10-20 00:00:00,Wholesaler Depot,Ginger,Spice,3399,604.1,26,20,-6,22.6,12.0,70.6,117.26,29.32,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01476,2025-10-20 00:00:00,Farm Hub,Ginger,Spice,2640,616.6,13,20,7,15.5,12.0,69.5,110.93,84.97,23.4,medium,20.0,394.9,33554.65,789.8
BATCH-PRX-01793,2025-10-20 00:00:00,Wholesaler Depot,Ginger,Spice,1852,469.7,12,20,8,10.9,12.0,80.6,126.91,117.26,7.6,low,5.0,256.3,30053.74,512.6
BATCH-PRX-00790,2025-10-21 00:00:00,Farm Hub,Ginger,Spice,3278,479.5,16,20,4,25.3,12.0,79.1,113.2,87.5,22.7,medium,73.1,305.1,26696.25,610.2
BATCH-PRX-00853,2025-10-21 00:00:00,Mandi Yard,Cabbage,Vegetable,3921,2143.6,5,12,7,12.6,4.0,83.3,21.96,15.02,31.6,medium,54.3,1478.2,22202.56,2956.4
BATCH-PRX-01809,2025-10-21 00:00:00,Mandi Yard,Apple,Fruit,3922,1697.4,10,25,15,0.7,2.0,70.9,188.64,160.91,14.7,low,5.0,998.4,160652.54,1996.8
BATCH-PRX-00121,2025-10-22 00:00:00,Retail Supermarket,Turmeric,Spice,3565,460.2,155,120,-35,26.1,20.0,85.3,149.18,37.3,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00451,2025-10-22 00:00:00,Retail Supermarket,Cabbage,Vegetable,352,54.4,13,12,-1,6.3,4.0,89.4,24.01,6.0,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00472,2025-10-22 00:00:00,Farm Hub,Cabbage,Vegetable,4426,981.2,8,12,4,16.8,4.0,69.5,22.11,16.41,25.8,medium,71.2,642.5,10543.42,1285.0
BATCH-PRX-00503,2025-10-22 00:00:00,Farm Hub,Orange,Fruit,3640,598.5,11,14,3,8.8,6.0,85.5,59.69,33.49,43.9,high,45.0,456.9,15301.58,913.8
BATCH-PRX-00934,2025-10-22 00:00:00,Wholesaler Depot,Potato,Vegetable,1427,985.2,9,35,26,17.9,8.0,76.8,28.97,25.93,10.5,low,44.4,554.7,14383.37,1109.4
BATCH-PRX-01540,2025-10-22 00:00:00,Mandi Yard,Cauliflower,Vegetable,907,124.6,9,8,-1,8.6,5.0,86.5,27.63,6.91,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00897,2025-10-23 00:00:00,Farm Hub,Wheat,Cereal,3836,627.1,207,180,-27,24.0,22.0,80.4,36.23,9.06,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01286,2025-10-23 00:00:00,Mandi Yard,Garlic,Spice / Vegetable,3649,3298.4,0,60,60,18.1,15.0,67.0,168.76,136.02,19.4,low,5.0,2033.1,276542.26,4066.2
BATCH-PRX-01701,2025-10-23 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,1346,208.4,52,60,8,17.8,15.0,71.5,177.6,168.01,5.4,low,5.0,111.0,18649.11,222.0
BATCH-PRX-01744,2025-10-23 00:00:00,Farm Hub,Cauliflower,Vegetable,4112,1452.6,5,8,3,9.0,5.0,65.4,28.31,14.64,48.3,high,45.0,1147.3,16796.47,2294.6
BATCH-PRX-00077,2025-10-24 00:00:00,Retail Supermarket,Wheat,Cereal,3717,579.9,183,180,-3,32.0,22.0,90.9,35.51,8.88,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00956,2025-10-24 00:00:00,Wholesaler Depot,Orange,Fruit,1513,927.6,4,14,10,10.9,6.0,75.0,68.89,61.66,10.5,low,5.0,522.2,32198.85,1044.4
BATCH-PRX-00303,2025-10-25 00:00:00,Farm Hub,Carrot,Vegetable,1375,960.4,3,15,12,2.6,4.0,91.3,41.54,37.14,10.6,low,5.0,541.3,20103.88,1082.6
BATCH-PRX-00658,2025-10-25 00:00:00,Farm Hub,Orange,Fruit,1734,499.3,9,14,5,15.4,6.0,79.4,60.4,46.27,23.4,medium,57.4,319.8,14797.15,639.6
BATCH-PRX-01385,2025-10-25 00:00:00,Farm Hub,Garlic,Spice / Vegetable,1856,249.7,64,60,-4,17.6,15.0,78.0,187.66,46.91,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01640,2025-10-25 00:00:00,Mandi Yard,Carrot,Vegetable,2591,972.3,7,15,8,2.7,4.0,87.0,45.99,41.12,10.6,low,5.0,548.0,22533.76,1096.0
BATCH-PRX-01750,2025-10-25 00:00:00,Retail Supermarket,Tomato,Vegetable,861,161.9,8,7,-1,22.3,12.0,86.3,45.36,11.34,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00412,2025-10-26 00:00:00,Retail Supermarket,Green Chilli,Spice / Vegetable,1172,229.1,8,10,2,14.7,10.0,75.9,150.95,88.46,41.4,high,45.0,171.5,15170.89,343.0
BATCH-PRX-01378,2025-10-26 00:00:00,Mandi Yard,Ginger,Spice,2197,625.7,14,20,6,14.2,12.0,88.8,123.51,94.61,23.4,medium,20.0,400.7,37910.23,801.4
BATCH-PRX-00291,2025-10-27 00:00:00,Retail Supermarket,Tomato,Vegetable,757,151.8,5,7,2,21.5,12.0,72.2,44.93,25.92,42.3,high,83.1,114.4,2965.25,228.8
BATCH-PRX-00742,2025-10-27 00:00:00,Wholesaler Depot,Ginger,Spice,2518,1302.9,3,20,17,19.1,12.0,72.9,118.91,104.88,11.8,low,33.2,743.7,77999.26,1487.4
BATCH-PRX-01760,2025-10-27 00:00:00,Wholesaler Depot,Wheat,Cereal,4337,2251.7,30,180,150,23.8,22.0,82.0,37.28,31.65,15.1,low,5.0,1329.9,42091.33,2659.8
BATCH-PRX-00087,2025-10-28 00:00:00,Farm Hub,Banana,Fruit,4385,1430.7,3,6,3,17.0,14.0,67.7,56.02,29.07,48.1,high,45.0,1128.3,32799.68,2256.6
BATCH-PRX-00344,2025-10-28 00:00:00,Retail Supermarket,Rice,Cereal,1327,899.0,43,180,137,28.0,22.0,71.6,55.38,50.95,8.0,low,28.8,492.7,25103.07,985.4
BATCH-PRX-00449,2025-10-29 00:00:00,Mandi Yard,Ginger,Spice,4485,1343.8,12,20,8,12.1,12.0,72.3,112.26,98.79,12.0,low,5.0,768.7,75939.87,1537.4
BATCH-PRX-01937,2025-10-29 00:00:00,Mandi Yard,Onion,Vegetable,456,273.2,12,30,18,18.3,10.0,86.5,33.52,30.97,7.6,low,38.1,149.1,4617.63,298.2
BATCH-PRX-00725,2025-10-30 00:00:00,Wholesaler Depot,Carrot,Vegetable,2512,1819.8,0,15,15,15.6,4.0,68.7,48.17,41.04,14.8,low,51.3,1071.5,43974.36,2143.0
BATCH-PRX-01335,2025-10-30 00:00:00,Farm Hub,Mango,Fruit,2679,2101.8,1,7,6,21.6,12.0,78.8,88.57,59.43,32.9,medium,58.3,1465.8,87112.49,2931.6
BATCH-PRX-00342,2025-10-31 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,1216,149.5,7,8,1,12.4,5.0,74.7,29.8,11.38,61.8,critical,100.0,130.2,1481.68,260.4
BATCH-PRX-00429,2025-10-31 00:00:00,Farm Hub,Cauliflower,Vegetable,3140,1784.8,1,8,7,4.8,5.0,78.0,33.22,23.25,30.0,medium,20.0,1213.7,28218.53,2427.4
BATCH-PRX-00932,2025-10-31 00:00:00,Wholesaler Depot,Wheat,Cereal,1919,1844.3,7,180,173,30.1,22.0,70.6,34.81,30.28,13.0,low,37.2,1066.0,32278.48,2132.0
BATCH-PRX-00980,2025-10-31 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,2694,1869.4,2,8,6,13.6,5.0,65.1,30.47,21.21,30.4,medium,54.6,1275.7,27057.6,2551.4
BATCH-PRX-00280,2025-11-01 00:00:00,Mandi Yard,Rice,Cereal,3050,1617.5,37,180,143,33.1,22.0,75.6,53.98,47.72,11.6,low,49.6,921.3,43964.44,1842.6
BATCH-PRX-00541,2025-11-01 00:00:00,Retail Supermarket,Green Chilli,Spice / Vegetable,1776,305.3,11,10,-1,19.1,10.0,77.5,126.93,31.73,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01229,2025-11-01 00:00:00,Retail Supermarket,Rice,Cereal,1103,676.8,42,180,138,24.5,22.0,72.4,47.55,44.27,6.9,low,5.0,366.4,16220.53,732.8
BATCH-PRX-01839,2025-11-01 00:00:00,Farm Hub,Mango,Fruit,2253,980.1,2,7,5,18.0,12.0,68.4,100.81,73.29,27.3,medium,44.0,650.6,47682.47,1301.2
BATCH-PRX-00335,2025-11-02 00:00:00,Wholesaler Depot,Ginger,Spice,1176,303.7,12,20,8,17.9,12.0,85.7,109.69,102.23,6.8,low,28.7,164.2,16786.17,328.4
BATCH-PRX-01328,2025-11-02 00:00:00,Mandi Yard,Rice,Cereal,4003,609.6,148,180,32,26.3,22.0,86.3,47.77,44.66,6.5,low,5.0,328.6,14675.28,657.2
BATCH-PRX-00190,2025-11-03 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,2742,1242.6,25,60,35,19.1,15.0,83.0,169.98,151.96,10.6,low,5.0,700.3,106417.59,1400.6
BATCH-PRX-01144,2025-11-03 00:00:00,Retail Supermarket,Rice,Cereal,3572,1001.1,124,180,56,33.2,22.0,89.4,55.86,51.11,8.5,low,49.7,551.6,28192.28,1103.2
BATCH-PRX-00545,2025-11-04 00:00:00,Wholesaler Depot,Carrot,Vegetable,1245,221.7,16,15,-1,16.3,4.0,89.9,51.35,12.84,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00707,2025-11-04 00:00:00,Wholesaler Depot,Cabbage,Vegetable,3631,1725.4,6,12,6,5.1,4.0,81.3,22.05,15.55,29.5,medium,20.0,1168.1,18163.95,2336.2
BATCH-PRX-01070,2025-11-04 00:00:00,Farm Hub,Onion,Vegetable,1704,868.4,14,30,16,12.6,10.0,90.5,33.65,30.12,10.5,low,5.0,488.9,14725.67,977.8
BATCH-PRX-01093,2025-11-04 00:00:00,Mandi Yard,Ginger,Spice,969,875.6,1,20,19,11.6,12.0,87.2,131.8,119.02,9.7,low,5.0,488.8,58176.98,977.6
BATCH-PRX-01305,2025-11-04 00:00:00,Wholesaler Depot,Rice,Cereal,3767,2834.7,37,180,143,32.3,22.0,82.1,47.91,39.43,17.7,low,46.2,1718.4,67756.51,3436.8
BATCH-PRX-01600,2025-11-04 00:00:00,Wholesaler Depot,Ginger,Spice,2410,553.9,15,20,5,17.7,12.0,92.0,131.27,100.95,23.1,medium,42.9,353.7,35706.01,707.4
BATCH-PRX-01832,2025-11-05 00:00:00,Mandi Yard,Ginger,Spice,2622,1544.4,5,20,15,13.7,12.0,72.5,110.72,96.33,13.0,low,5.0,892.7,85993.79,1785.4
BATCH-PRX-00817,2025-11-06 00:00:00,Mandi Yard,Carrot,Vegetable,1756,403.2,10,15,5,6.0,4.0,77.4,43.05,33.23,22.8,medium,20.0,256.8,8533.46,513.6
BATCH-PRX-01726,2025-11-06 00:00:00,Mandi Yard,Ginger,Spice,4195,2456.2,3,20,17,16.3,12.0,67.5,114.9,94.68,17.6,low,5.0,1487.5,140836.5,2975.0
BATCH-PRX-00369,2025-11-07 00:00:00,Mandi Yard,Cabbage,Vegetable,2101,416.1,13,12,-1,14.4,4.0,84.6,23.12,5.78,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00568,2025-11-07 00:00:00,Farm Hub,Apple,Fruit,4123,1749.9,8,25,17,15.8,2.0,72.7,182.21,155.06,14.9,low,60.1,1031.4,159928.88,2062.8
BATCH-PRX-01761,2025-11-07 00:00:00,Wholesaler Depot,Banana,Fruit,1475,284.4,6,6,0,20.1,14.0,65.1,52.16,13.04,75.0,critical,100.0,270.2,3523.41,540.4
BATCH-PRX-01798,2025-11-07 00:00:00,Farm Hub,Cabbage,Vegetable,2394,428.1,10,12,2,3.3,4.0,83.1,23.35,13.31,43.0,high,45.0,324.5,4319.1,649.0
BATCH-PRX-01874,2025-11-07 00:00:00,Retail Supermarket,Turmeric,Spice,4032,582.8,101,120,19,32.0,20.0,82.5,156.08,145.15,7.0,low,53.2,315.9,45852.89,631.8
BATCH-PRX-01864,2025-11-08 00:00:00,Retail Supermarket,Onion,Vegetable,4310,655.4,38,30,-8,17.3,10.0,80.3,32.42,8.11,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01993,2025-11-08 00:00:00,Farm Hub,Garlic,Spice / Vegetable,2543,1006.0,28,60,32,27.4,15.0,68.0,187.8,170.15,9.4,low,54.6,559.7,95232.96,1119.4
BATCH-PRX-00149,2025-11-09 00:00:00,Wholesaler Depot,Green Chilli,Spice / Vegetable,606,421.0,2,10,8,14.5,10.0,75.5,132.96,123.12,7.4,low,5.0,229.2,28219.1,458.4
BATCH-PRX-00492,2025-11-09 00:00:00,Farm Hub,Banana,Fruit,4245,1809.2,3,6,3,27.1,14.0,74.9,58.92,29.52,49.9,high,97.5,1446.3,42694.78,2892.6
BATCH-PRX-00382,2025-11-10 00:00:00,Retail Supermarket,Green Chilli,Spice / Vegetable,1048,837.7,1,10,9,17.8,10.0,68.3,143.97,130.29,9.5,low,36.0,466.6,60793.31,933.2
BATCH-PRX-00408,2025-11-10 00:00:00,Mandi Yard,Ginger,Spice,3477,934.7,14,20,6,10.8,12.0,77.7,116.1,87.07,25.0,medium,20.0,607.6,52903.73,1215.2
BATCH-PRX-00723,2025-11-10 00:00:00,Retail Supermarket,Ginger,Spice,4020,2017.3,4,20,16,14.2,12.0,90.6,118.54,100.28,15.4,low,5.0,1195.0,119834.6,2390.0
BATCH-PRX-00756,2025-11-10 00:00:00,Wholesaler Depot,Wheat,Cereal,2721,2284.1,22,180,158,29.9,22.0,83.9,32.08,27.2,15.2,low,36.4,1350.4,36730.88,2700.8
BATCH-PRX-01654,2025-11-10 00:00:00,Wholesaler Depot,Carrot,Vegetable,499,339.0,2,15,13,17.3,4.0,77.2,44.33,41.05,7.4,low,58.2,184.6,7577.83,369.2
BATCH-PRX-00072,2025-11-11 00:00:00,Retail Supermarket,Mango,Fruit,4375,794.4,6,7,1,17.3,12.0,88.5,88.62,29.78,66.4,critical,96.3,713.7,21253.99,1427.4
BATCH-PRX-00388,2025-11-11 00:00:00,Retail Supermarket,Garlic,Spice / Vegetable,1354,208.2,55,60,5,16.1,15.0,74.9,177.91,141.62,20.4,medium,20.0,129.6,18353.95,259.2
BATCH-PRX-01041,2025-11-11 00:00:00,Mandi Yard,Potato,Vegetable,1480,178.2,35,35,0,9.7,8.0,78.6,26.18,6.54,75.0,critical,95.0,169.3,1107.22,338.6
BATCH-PRX-01453,2025-11-11 00:00:00,Farm Hub,Turmeric,Spice,4457,680.0,106,120,14,29.5,20.0,68.3,168.88,156.21,7.5,low,42.9,370.6,57891.43,741.2
BATCH-PRX-01466,2025-11-11 00:00:00,Retail Supermarket,Carrot,Vegetable,1493,526.9,9,15,6,2.3,4.0,70.3,45.05,34.51,23.4,medium,20.0,337.4,11643.67,674.8
BATCH-PRX-00026,2025-11-12 00:00:00,Retail Supermarket,Mango,Fruit,1067,210.3,8,7,-1,10.8,12.0,82.0,95.25,23.81,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00073,2025-11-12 00:00:00,Farm Hub,Orange,Fruit,2734,1524.1,4,14,10,5.1,6.0,83.4,68.55,59.3,13.5,low,5.0,885.5,52510.15,1771.0
BATCH-PRX-00750,2025-11-12 00:00:00,Farm Hub,Tomato,Vegetable,1162,176.4,9,7,-2,10.7,12.0,82.8,44.18,11.04,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01065,2025-11-12 00:00:00,Retail Supermarket,Rice,Cereal,1977,657.6,117,180,63,21.2,22.0,67.8,48.76,45.44,6.8,low,5.0,355.6,16158.46,711.2
BATCH-PRX-00127,2025-11-13 00:00:00,Retail Supermarket,Cauliflower,Vegetable,4057,1666.8,3,8,5,15.4,5.0,69.7,34.11,24.08,29.4,medium,61.6,1127.4,27147.79,2254.8
BATCH-PRX-00093,2025-11-14 00:00:00,Retail Supermarket,Ginger,Spice,2944,432.5,20,20,0,18.4,12.0,69.2,131.41,32.85,75.0,critical,100.0,410.9,13498.07,821.8
BATCH-PRX-01195,2025-11-14 00:00:00,Mandi Yard,Cauliflower,Vegetable,2890,572.0,8,8,0,17.0,5.0,91.0,29.68,7.42,75.0,critical,100.0,543.4,4032.03,1086.8
BATCH-PRX-01227,2025-11-14 00:00:00,Mandi Yard,Mango,Fruit,211,26.4,6,7,1,20.1,12.0,90.1,91.16,34.19,62.5,critical,100.0,23.1,789.79,46.2
BATCH-PRX-00622,2025-11-15 00:00:00,Farm Hub,Tomato,Vegetable,1925,543.8,5,7,2,12.0,12.0,89.4,38.62,21.55,44.2,high,45.0,416.1,8966.95,832.2
BATCH-PRX-01031,2025-11-15 00:00:00,Mandi Yard,Banana,Fruit,1688,506.3,4,6,2,23.0,14.0,88.9,52.69,29.82,43.4,high,81.1,385.0,11480.7,770.0
BATCH-PRX-01151,2025-11-15 00:00:00,Wholesaler Depot,Tomato,Vegetable,454,227.7,3,7,4,24.0,12.0,77.1,37.59,29.09,22.6,medium,68.0,144.7,4209.32,289.4
BATCH-PRX-00258,2025-11-16 00:00:00,Mandi Yard,Wheat,Cereal,1051,135.4,167,180,13,27.3,22.0,80.3,36.36,34.72,4.5,low,26.1,71.4,2479.01,142.8
BATCH-PRX-01257,2025-11-16 00:00:00,Farm Hub,Banana,Fruit,1559,963.0,2,6,4,24.6,14.0,89.3,56.82,42.22,25.7,medium,62.4,630.0,26598.6,1260.0
BATCH-PRX-01341,2025-11-16 00:00:00,Retail Supermarket,Onion,Vegetable,3943,634.7,25,30,5,12.4,10.0,72.9,34.01,25.71,24.4,medium,20.0,410.3,10548.81,820.6
BATCH-PRX-01792,2025-11-16 00:00:00,Farm Hub,Orange,Fruit,319,41.8,17,14,-3,6.4,6.0,75.8,62.6,15.65,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01924,2025-11-16 00:00:00,Mandi Yard,Cabbage,Vegetable,4097,838.2,9,12,3,10.8,4.0,81.5,21.49,11.8,45.1,high,72.1,645.9,7621.62,1291.8
BATCH-PRX-00777,2025-11-17 00:00:00,Wholesaler Depot,Tomato,Vegetable,2831,502.6,8,7,-1,24.0,12.0,72.2,41.27,10.32,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01116,2025-11-17 00:00:00,Retail Supermarket,Potato,Vegetable,4478,2264.1,7,35,28,17.8,8.0,77.3,28.11,23.36,16.9,low,44.3,1361.6,31806.98,2723.2
BATCH-PRX-01552,2025-11-17 00:00:00,Farm Hub,Onion,Vegetable,4305,763.7,27,30,3,15.5,10.0,66.8,37.72,20.75,45.0,high,67.0,588.0,12201.0,1176.0
BATCH-PRX-00990,2025-11-18 00:00:00,Retail Supermarket,Rice,Cereal,2658,824.8,121,180,59,28.2,22.0,68.2,45.06,41.64,7.6,low,29.7,450.0,18738.0,900.0
BATCH-PRX-01028,2025-11-18 00:00:00,Mandi Yard,Cauliflower,Vegetable,1987,702.4,5,8,3,18.4,5.0,82.9,30.45,16.87,44.6,high,98.5,539.2,9096.3,1078.4
BATCH-PRX-01318,2025-11-18 00:00:00,Farm Hub,Tomato,Vegetable,3837,3033.6,0,7,7,23.1,12.0,89.4,40.13,25.48,36.5,medium,64.2,2181.2,55576.98,4362.4
BATCH-PRX-01443,2025-11-18 00:00:00,Retail Supermarket,Carrot,Vegetable,3355,470.4,15,15,0,13.2,4.0,81.2,49.06,12.27,75.0,critical,100.0,446.9,5483.46,893.8
BATCH-PRX-00674,2025-11-19 00:00:00,Wholesaler Depot,Wheat,Cereal,2827,446.2,202,180,-22,23.8,22.0,75.7,33.25,8.31,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00776,2025-11-19 00:00:00,Retail Supermarket,Orange,Fruit,1269,395.3,8,14,6,5.6,6.0,87.9,55.72,42.96,22.9,medium,20.0,252.0,10825.92,504.0
BATCH-PRX-01362,2025-11-19 00:00:00,Wholesaler Depot,Wheat,Cereal,1029,135.2,198,180,-18,30.9,22.0,78.3,30.61,7.81,74.5,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01931,2025-11-19 00:00:00,Farm Hub,Apple,Fruit,3567,2620.0,0,25,25,9.0,2.0,81.4,180.73,145.85,19.3,low,33.0,1613.4,235314.39,3226.8
BATCH-PRX-00256,2025-11-20 00:00:00,Mandi Yard,Potato,Vegetable,1840,1154.8,8,35,27,17.3,8.0,77.2,27.37,24.25,11.4,low,42.3,656.4,15917.7,1312.8
BATCH-PRX-01825,2025-11-20 00:00:00,Wholesaler Depot,Tomato,Vegetable,1107,211.3,6,7,1,12.9,12.0,79.2,42.82,16.01,62.6,critical,75.0,185.0,2961.85,370.0
BATCH-PRX-00485,2025-11-21 00:00:00,Mandi Yard,Mango,Fruit,2414,1564.5,2,7,5,12.6,12.0,68.9,88.36,61.68,30.2,medium,20.0,1065.7,65732.38,2131.4
BATCH-PRX-01068,2025-11-21 00:00:00,Mandi Yard,Turmeric,Spice,1502,698.8,39,120,81,23.9,20.0,84.2,173.8,160.59,7.6,low,5.0,381.3,61232.97,762.6
BATCH-PRX-01391,2025-11-21 00:00:00,Mandi Yard,Tomato,Vegetable,3492,1859.4,1,7,6,20.4,12.0,65.7,45.99,31.83,30.8,medium,53.5,1273.3,40529.14,2546.6
BATCH-PRX-01675,2025-11-21 00:00:00,Retail Supermarket,Cabbage,Vegetable,811,227.1,8,12,4,13.4,4.0,78.6,24.67,19.24,22.0,medium,57.5,143.5,2760.94,287.0
BATCH-PRX-01660,2025-11-22 00:00:00,Mandi Yard,Wheat,Cereal,427,82.1,213,180,-33,35.6,22.0,84.0,33.95,8.76,74.2,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01858,2025-11-22 00:00:00,Farm Hub,Wheat,Cereal,2208,971.2,86,180,94,25.0,22.0,69.1,35.03,31.98,8.7,low,5.0,536.3,17150.87,1072.6
